timestamp,mine_id,event_type,severity,rainfall,equipment_health,production_impact,detected,actual_outcome
2025-11-15 08:30:00,gumgaon,EQUIPMENT_FAILURE,HIGH,14.9,55.0,-220 T Deficit,1,Dumpers diverted to short-haul staging
2025-11-16 22:30:00,tirodi,PRODUCTION_SHORTFALL,MEDIUM,43.7,80.6,-208 T Deficit,1,Stockpile blend ratio updated to 55:45
2025-11-18 12:30:00,ukwa,MULTI_RISK,MEDIUM,73.3,53.7,-377 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2025-11-20 02:30:00,balaghat,MONSOON,LOW,39.3,70.2,-133 T Deficit,0,Minor ponding in ditch
2025-11-21 16:30:00,dongri-buzurg,CRUSHER_FAILURE,CRITICAL,0.6,35.0,-406 T Deficit,1,Throughput throttled to 70%; bearing saved
2025-11-23 06:30:00,gumgaon,EQUIPMENT_FAILURE,CRITICAL,10.6,43.8,-319 T Deficit,1,Dumpers diverted to short-haul staging
2025-11-24 20:30:00,tirodi,PRODUCTION_SHORTFALL,CRITICAL,12.6,83.3,-464 T Deficit,1,Stockpile blend ratio updated to 55:45
2025-11-26 10:30:00,ukwa,MULTI_RISK,CRITICAL,136.0,36.1,-841 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2025-11-28 00:30:00,balaghat,MONSOON,HIGH,93.7,78.2,-380 T Deficit,1,Auxiliary pumps engaged; sump protected
2025-11-29 14:30:00,dongri-buzurg,CRUSHER_FAILURE,HIGH,8.8,47.0,-280 T Deficit,1,Throughput throttled to 70%; bearing saved
2025-12-01 04:30:00,gumgaon,EQUIPMENT_FAILURE,CRITICAL,0.9,43.8,-319 T Deficit,1,Dumpers diverted to short-haul staging
2025-12-02 18:30:00,tirodi,PRODUCTION_SHORTFALL,MEDIUM,43.3,88.4,-208 T Deficit,1,Stockpile blend ratio updated to 55:45
2025-12-04 08:30:00,ukwa,MULTI_RISK,MEDIUM,64.4,53.7,-377 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2025-12-05 22:30:00,balaghat,MONSOON,MEDIUM,37.8,78.3,-247 T Deficit,0,Minor ponding in ditch
2025-12-07 12:30:00,dongri-buzurg,CRUSHER_FAILURE,MEDIUM,8.8,56.8,-182 T Deficit,1,Throughput throttled to 70%; bearing saved
2025-12-09 02:30:00,gumgaon,EQUIPMENT_FAILURE,LOW,19.5,71.2,-77 T Deficit,0,Normal cycle
2025-12-10 16:30:00,tirodi,PRODUCTION_SHORTFALL,CRITICAL,34.4,83.0,-464 T Deficit,1,Stockpile blend ratio updated to 55:45
2025-12-12 06:30:00,ukwa,MULTI_RISK,MEDIUM,71.3,53.7,-377 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2025-12-13 20:30:00,balaghat,MONSOON,HIGH,56.4,86.4,-380 T Deficit,1,Auxiliary pumps engaged; sump protected
2025-12-15 10:30:00,dongri-buzurg,CRUSHER_FAILURE,HIGH,14.2,47.0,-280 T Deficit,1,Throughput throttled to 70%; bearing saved
2025-12-17 00:30:00,gumgaon,EQUIPMENT_FAILURE,HIGH,12.3,55.0,-220 T Deficit,1,Dumpers diverted to short-haul staging
2025-12-18 14:30:00,tirodi,PRODUCTION_SHORTFALL,MEDIUM,42.6,88.0,-208 T Deficit,1,Stockpile blend ratio updated to 55:45
2025-12-20 04:30:00,ukwa,MULTI_RISK,LOW,23.3,60.3,-203 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2025-12-21 18:30:00,balaghat,MONSOON,MEDIUM,66.1,87.8,-247 T Deficit,1,Auxiliary pumps engaged; sump protected
2025-12-23 08:30:00,dongri-buzurg,CRUSHER_FAILURE,LOW,8.9,65.2,-98 T Deficit,1,Throughput throttled to 70%; bearing saved
2025-12-24 22:30:00,gumgaon,EQUIPMENT_FAILURE,MEDIUM,19.4,63.8,-143 T Deficit,1,Dumpers diverted to short-haul staging
2025-12-26 12:30:00,tirodi,PRODUCTION_SHORTFALL,HIGH,39.3,82.0,-320 T Deficit,1,Stockpile blend ratio updated to 55:45
2025-12-28 02:30:00,ukwa,MULTI_RISK,MEDIUM,52.0,53.7,-377 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2025-12-29 16:30:00,balaghat,MONSOON,LOW,36.9,84.6,-133 T Deficit,0,Minor ponding in ditch
2025-12-31 06:30:00,dongri-buzurg,CRUSHER_FAILURE,CRITICAL,14.9,35.0,-406 T Deficit,1,Throughput throttled to 70%; bearing saved
2026-01-01 20:30:00,gumgaon,EQUIPMENT_FAILURE,MEDIUM,15.4,63.8,-143 T Deficit,1,Dumpers diverted to short-haul staging
2026-01-03 10:30:00,tirodi,PRODUCTION_SHORTFALL,CRITICAL,39.7,78.7,-464 T Deficit,1,Stockpile blend ratio updated to 55:45
2026-01-05 00:30:00,ukwa,MULTI_RISK,MEDIUM,46.9,53.7,-377 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2026-01-06 14:30:00,balaghat,MONSOON,CRITICAL,126.8,74.1,-551 T Deficit,1,Auxiliary pumps engaged; sump protected
2026-01-08 04:30:00,dongri-buzurg,CRUSHER_FAILURE,HIGH,9.3,47.0,-280 T Deficit,1,Throughput throttled to 70%; bearing saved
2026-01-09 18:30:00,gumgaon,EQUIPMENT_FAILURE,MEDIUM,2.3,63.8,-143 T Deficit,1,Dumpers diverted to short-haul staging
2026-01-11 08:30:00,tirodi,PRODUCTION_SHORTFALL,HIGH,28.2,86.6,-320 T Deficit,1,Stockpile blend ratio updated to 55:45
2026-01-12 22:30:00,ukwa,MULTI_RISK,MEDIUM,72.7,53.7,-377 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2026-01-14 12:30:00,balaghat,MONSOON,MEDIUM,54.8,85.8,-247 T Deficit,1,Auxiliary pumps engaged; sump protected
2026-01-16 02:30:00,dongri-buzurg,CRUSHER_FAILURE,MEDIUM,2.0,56.8,-182 T Deficit,1,Throughput throttled to 70%; bearing saved
2026-01-17 16:30:00,gumgaon,EQUIPMENT_FAILURE,LOW,15.1,71.2,-77 T Deficit,0,Normal cycle
2026-01-19 06:30:00,tirodi,PRODUCTION_SHORTFALL,HIGH,34.6,78.2,-320 T Deficit,1,Stockpile blend ratio updated to 55:45
2026-01-20 20:30:00,ukwa,MULTI_RISK,LOW,23.0,60.3,-203 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2026-01-22 10:30:00,balaghat,MONSOON,MEDIUM,56.1,77.1,-247 T Deficit,1,Auxiliary pumps engaged; sump protected
2026-01-24 00:30:00,dongri-buzurg,CRUSHER_FAILURE,MEDIUM,13.6,56.8,-182 T Deficit,1,Throughput throttled to 70%; bearing saved
2026-01-25 14:30:00,gumgaon,EQUIPMENT_FAILURE,MEDIUM,10.3,63.8,-143 T Deficit,1,Dumpers diverted to short-haul staging
2026-01-27 04:30:00,tirodi,PRODUCTION_SHORTFALL,HIGH,23.9,84.3,-320 T Deficit,1,Stockpile blend ratio updated to 55:45
2026-01-28 18:30:00,ukwa,MULTI_RISK,CRITICAL,170.0,36.1,-841 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2026-01-30 08:30:00,balaghat,MONSOON,LOW,38.5,78.9,-133 T Deficit,0,Minor ponding in ditch
2026-01-31 22:30:00,dongri-buzurg,CRUSHER_FAILURE,MEDIUM,6.9,56.8,-182 T Deficit,1,Throughput throttled to 70%; bearing saved
2026-02-02 12:30:00,gumgaon,EQUIPMENT_FAILURE,CRITICAL,9.9,43.8,-319 T Deficit,1,Dumpers diverted to short-haul staging
2026-02-04 02:30:00,tirodi,PRODUCTION_SHORTFALL,MEDIUM,32.2,78.6,-208 T Deficit,1,Stockpile blend ratio updated to 55:45
2026-02-05 16:30:00,ukwa,MULTI_RISK,LOW,25.2,60.3,-203 T Deficit,1,Coordinated multi-vector mitigation protocol activated
2026-02-07 06:30:00,balaghat,MONSOON,LOW,19.5,72.5,-133 T Deficit,0,Minor ponding in ditch
2026-02-08 20:30:00,dongri-buzurg,CRUSHER_FAILURE,HIGH,2.7,47.0,-280 T Deficit,1,Throughput throttled to 70%; bearing saved
2026-02-10 10:30:00,gumgaon,EQUIPMENT_FAILURE,MEDIUM,17.9,63.8,-143 T Deficit,1,Dumpers diverted to short-haul staging
2026-02-12 00:30:00,tirodi,PRODUCTION_SHORTFALL,MEDIUM,33.4,77.6,-208 T Deficit,1,Stockpile blend ratio updated to 55:45
2026-02-13 14:30:00,ukwa,MULTI_RISK,LOW,23.5,60.3,-203 T Deficit,1,Coordinated multi-vector mitigation protocol activated
